Book-Title,Author,User Rating,Reviews,Price,Year,Genre,User-ID,ISBN,Book-Rating,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Location,Age
Born to Run,Bruce Springsteen,4.7,3729,18,2016,Non Fiction,233911,0671721100,0,Mercedes Lackey,1992,Baen,http://images.amazon.com/images/P/0671721100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671721100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671721100.01.LZZZZZZZ.jpg,"romney, west virginia, usa",41.0
Born to Run,Bruce Springsteen,4.7,3729,18,2016,Non Fiction,16835,0671721100,0,Mercedes Lackey,1992,Baen,http://images.amazon.com/images/P/0671721100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671721100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671721100.01.LZZZZZZZ.jpg,"bronx, new york, usa",28.0
Born to Run,Bruce Springsteen,4.7,3729,18,2016,Non Fiction,3167,0671721100,0,Mercedes Lackey,1992,Baen,http://images.amazon.com/images/P/0671721100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671721100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671721100.01.LZZZZZZZ.jpg,"milwaukee, wisconsin, usa",42.0
Born to Run,Bruce Springsteen,4.7,3729,18,2016,Non Fiction,212328,044010694X,10,Dave Marsh,1985,Dell Publishing Company,http://images.amazon.com/images/P/044010694X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044010694X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044010694X.01.LZZZZZZZ.jpg,"killeen, texas, usa",34.0
Born to Run,Bruce Springsteen,4.7,3729,18,2016,Non Fiction,170164,0671721100,0,Mercedes Lackey,1992,Baen,http://images.amazon.com/images/P/0671721100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671721100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671721100.01.LZZZZZZZ.jpg,"la ronge, saskatchewan, canada",27.0
Born to Run,Bruce Springsteen,4.7,3729,18,2016,Non Fiction,168728,0671721100,8,Mercedes Lackey,1992,Baen,http://images.amazon.com/images/P/0671721100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671721100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671721100.01.LZZZZZZZ.jpg,"bangor, wales, united kingdom",48.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,2017,Fiction,235842,0805047905,0,Bill Martin Jr.,1996,Henry Holt and Co. (BYR),http://images.amazon.com/images/P/0805047905.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.LZZZZZZZ.jpg,"griswold, iowa, usa",41.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,2017,Fiction,16795,0805047905,5,Bill Martin Jr.,1996,Henry Holt and Co. (BYR),http://images.amazon.com/images/P/0805047905.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.LZZZZZZZ.jpg,"mechanicsville, maryland, usa",47.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,2017,Fiction,198711,0805047905,0,Bill Martin Jr.,1996,Henry Holt and Co. (BYR),http://images.amazon.com/images/P/0805047905.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.LZZZZZZZ.jpg,"little canada, minnesota, usa",62.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,2017,Fiction,11993,0805047905,0,Bill Martin Jr.,1996,Henry Holt and Co. (BYR),http://images.amazon.com/images/P/0805047905.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.LZZZZZZZ.jpg,"lakewood, colorado, usa",37.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,2017,Fiction,38595,0805047905,10,Bill Martin Jr.,1996,Henry Holt and Co. (BYR),http://images.amazon.com/images/P/0805047905.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.LZZZZZZZ.jpg,"edmonton, alberta, canada",13.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,2019,Fiction,235842,0805047905,0,Bill Martin Jr.,1996,Henry Holt and Co. (BYR),http://images.amazon.com/images/P/0805047905.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.LZZZZZZZ.jpg,"griswold, iowa, usa",41.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,2019,Fiction,16795,0805047905,5,Bill Martin Jr.,1996,Henry Holt and Co. (BYR),http://images.amazon.com/images/P/0805047905.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.LZZZZZZZ.jpg,"mechanicsville, maryland, usa",47.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,2019,Fiction,198711,0805047905,0,Bill Martin Jr.,1996,Henry Holt and Co. (BYR),http://images.amazon.com/images/P/0805047905.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.LZZZZZZZ.jpg,"little canada, minnesota, usa",62.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,2019,Fiction,11993,0805047905,0,Bill Martin Jr.,1996,Henry Holt and Co. (BYR),http://images.amazon.com/images/P/0805047905.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.LZZZZZZZ.jpg,"lakewood, colorado, usa",37.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,2019,Fiction,38595,0805047905,10,Bill Martin Jr.,1996,Henry Holt and Co. (BYR),http://images.amazon.com/images/P/0805047905.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805047905.01.LZZZZZZZ.jpg,"edmonton, alberta, canada",13.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,6543,0345342968,8,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"strafford, missouri, usa",34.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,23768,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"st. louis, missouri, usa",45.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,115435,0345320328,0,Ray Bradbury,1979,Del Rey Books,http://images.amazon.com/images/P/0345320328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345320328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345320328.01.LZZZZZZZ.jpg,"cincinnati, ohio, usa",30.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,260897,0345342968,8,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"chicago, illinois, usa",25.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,271448,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"ona, west virginia, usa",27.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,28204,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"south ohio, nova scotia, canada",61.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,39396,3257208626,0,Ray Bradbury,1994,Distribooks Inc,http://images.amazon.com/images/P/3257208626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257208626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257208626.01.LZZZZZZZ.jpg,"bonn, nordrhein-westfalen, germany",20.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,159033,0345342968,9,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"taneytown, maryland, usa",46.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,159033,0345320328,9,Ray Bradbury,1979,Del Rey Books,http://images.amazon.com/images/P/0345320328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345320328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345320328.01.LZZZZZZZ.jpg,"taneytown, maryland, usa",46.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,220911,0345410017,0,RAY BRADBURY,1996,Ballantine Books,http://images.amazon.com/images/P/0345410017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345410017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345410017.01.LZZZZZZZ.jpg,"palm desert, california, usa",29.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,230522,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,21356,0345342968,7,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"westwood, new jersey, usa",56.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,96054,0345342968,5,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"ottawa, ontario, canada",29.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,98741,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"fairbanks, alaska, usa",30.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,16795,0345342968,8,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"mechanicsville, maryland, usa",47.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,38023,0345342968,9,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"hayward, california, usa",30.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,76352,0345342968,9,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"olympia, washington, usa",58.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,110973,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"wiley ford, west virginia, usa",43.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,114444,0345342968,10,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"alexandria, virginia, usa",34.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,131046,0345342003,0,Ray Bradbury,1979,Del Rey Books,http://images.amazon.com/images/P/0345342003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342003.01.LZZZZZZZ.jpg,"ellington, connecticut, usa",26.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,152099,0345342968,8,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"wickenburg, arizona, usa",14.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,171968,0345410017,0,RAY BRADBURY,1996,Ballantine Books,http://images.amazon.com/images/P/0345410017.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345410017.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345410017.01.LZZZZZZZ.jpg,"irving, texas, usa",23.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,211426,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"pueblo, colorado, usa",24.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,224146,0345342968,9,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"sarnia, ontario, canada",35.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,246000,0345342968,8,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"saratoga, california, usa",20.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,274061,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"gahanna/columbus, ohio, usa",26.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,167800,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"olive branch, mississippi, usa",57.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,187517,067187036X,0,Ray Bradbury,1993,Simon &amp; Schuster,http://images.amazon.com/images/P/067187036X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067187036X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067187036X.01.LZZZZZZZ.jpg,"brooklyn, new york, usa",28.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,204864,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"simi valley, california, usa",47.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,231210,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"roanoke, virginia, usa",44.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,23872,0345342968,9,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"tulsa, oklahoma, usa",22.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,56856,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"escondido, california, usa",23.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,114414,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"edinburg, texas, usa",27.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,153662,0345342968,10,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"ft. stewart, georgia, usa",44.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,166123,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"cortez, colorado, usa",32.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,169233,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"chicago, illinois, usa",27.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,35050,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"west columbia, south carolina, usa",33.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,35050,0345320328,0,Ray Bradbury,1979,Del Rey Books,http://images.amazon.com/images/P/0345320328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345320328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345320328.01.LZZZZZZZ.jpg,"west columbia, south carolina, usa",33.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,137688,0345342968,10,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"medford, new york, usa",46.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,190459,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"schertz, texas, usa",40.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,190925,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"hobe sound, florida, usa",51.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,228998,0345342968,9,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"lincoln, nebraska, usa",41.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,125203,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"montreal, quebec, canada",18.0
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Fiction,235506,0345292340,10,Ray Bradbury,1979,Del Rey Books,http://images.amazon.com/images/P/0345292340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345292340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345292340.01.LZZZZZZZ.jpg,"toronto, ontario, canada",29.0
