Book-Title,Author,User Rating,Reviews,Price,Year,Genre,User-ID,ISBN,Book-Rating,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Location,Age,Page Count
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Book burning,56856,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"escondido, california, usa",23.0,212
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Book burning,114414,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"edinburg, texas, usa",27.0,212
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Book burning,153662,0345342968,10,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"ft. stewart, georgia, usa",44.0,212
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Book burning,166123,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"cortez, colorado, usa",32.0,212
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Book burning,169233,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"chicago, illinois, usa",27.0,212
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Book burning,35050,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"west columbia, south carolina, usa",33.0,212
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Adventure stories,35050,0345320328,0,Ray Bradbury,1979,Del Rey Books,http://images.amazon.com/images/P/0345320328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345320328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345320328.01.LZZZZZZZ.jpg,"west columbia, south carolina, usa",33.0,184
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Book burning,137688,0345342968,10,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"medford, new york, usa",46.0,212
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Book burning,190459,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"schertz, texas, usa",40.0,212
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Book burning,190925,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"hobe sound, florida, usa",51.0,212
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Book burning,228998,0345342968,9,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"lincoln, nebraska, usa",41.0,212
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Book burning,125203,0345342968,0,RAY BRADBURY,1987,Del Rey,http://images.amazon.com/images/P/0345342968.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg,"montreal, quebec, canada",18.0,212
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2016,Book burning,235506,0345292340,10,Ray Bradbury,1979,Del Rey Books,http://images.amazon.com/images/P/0345292340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345292340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345292340.01.LZZZZZZZ.jpg,"toronto, ontario, canada",29.0,184
